expert_id,total_tokens_routed,unique_tokens_routed,top_50_tokens,top50_mass_pct,vocab_entropy,human_purity_score,human_category_label,human_syntactic_or_semantic,gemini_purity_score,gemini_category_label,gemini_syntactic_or_semantic,codex_purity_score,codex_category_label,codex_syntactic_or_semantic,opus_purity_score,opus_category_label,opus_syntactic_or_semantic
E034,2471,934,healthcare(6.45); salvage(6.45); surveillance(6.45); bail(6.45); auction(6.45); fitting(6.45); immigration(6.45); elimination(6.45); integration(6.45); entertainment(6.45); application(6.45); assembly(6.45); qualifying(6.45); bombardment(6.45); inclusion(6.45); manufacturing(6.45); printing(6.45); scholarship(6.45); parking(6.45); navigation(6.45); photography(6.45); conversion(6.45); restoration(6.45); funding(6.45); management(6.45); apping(6.45); composition(6.45); entry(6.45); casting(6.45); audio(6.45); transition(6.45); housing(6.45); maintenance(6.45); testing(6.45); adaptation(6.45); treatment(6.45); creation(6.45); production(6.45); ization(6.45); education(6.45); sales(6.45); isation(6.45); design(6.36); construction(6.33); security(6.31); broadcast(6.28); news(6.28); investigation(6.27); research(6.25); fishing(6.22),13.9,6.326,,,,10,industry/sectors,semantic,10,nominalizations,syntactic,8,process/activity nouns,semantic
E035,4632,118,The(4.59); the(4.25); entire(4.22); pound(3.95); These(3.75); surrounding(3.63); separate(3.54); original(3.29); main(2.40); these(1.87); new(1.63); its(1.44); five(1.29); other(1.03); This(0.95); their(0.48); two(0.10); s(-0.10); his(-0.60); an(-1.94),97.5,0.859,,,,8,determiners/adj,mixed,4,determiners,syntactic,4,articles/determiners,syntactic
E036,3446,28,"The(4.57); the(4.28); our(3.51); his(1.60); their(1.44); its(1.28); s(0.94); an(0.07); ""(-1.74); that(-2.35); '(-2.39); of(-3.42)",99.4,0.688,,,,10,determiners,syntactic,7,possessives/articles,syntactic,4,articles/determiners,syntactic
E037,2857,1129,founding(6.24); closest(6.24); wealthy(6.24); loyal(6.24); external(6.24); ultimate(6.24); burning(6.24); extraordinary(6.24); ensuing(6.24); greater(6.24); upper(6.24); residential(6.24); astic(6.24); equal(6.24); vast(6.24); immediate(6.24); superior(6.24); disastrous(6.24); democratic(6.24); lower(6.12); real(6.06); dry(6.04); imperial(6.01); ranking(5.97); fixed(5.91); atorial(5.91); intermediate(5.91); overall(5.86); civilian(5.82); distant(5.82); traditional(5.82); agricultural(5.82); Turkish(5.82); negative(5.82); wider(5.82); revolutionary(5.82); legitimate(5.82); retreating(5.82); enduring(5.82); present(5.80); joint(5.75); current(5.73); middle(5.71); Imperial(5.68); secret(5.65); atory(5.65); southern(5.65); respective(5.65); surrounding(5.65); actual(5.65),9.9,6.525,,,,10,descriptive adjectives,semantic,8,adjectives,syntactic,8,attributive adjectives,syntactic
E038,4445,137,"Beautiful(5.60); Greatest(5.60); .'(5.60); '.(5.60); .)(5.60); !.(5.43); Best(5.41); ).(5.37); [...](5.28); .""(5.27); %.(5.18); .(5.09); "".(5.09); ?(4.60); !(4.22); entitled(4.18); ...(3.54); Chief(3.28); Early(3.01); °(2.94); album(2.55); ""(1.95); No(1.62); :(0.95); t(0.94); /(0.61); ((-0.75); -(-1.12); The(-1.16); '(-1.44); the(-3.72); of(-3.79)",97.2,1.002,,,,6,superlatives/punct,mixed,8,punctuation,syntactic,3,mixed punctuation/titles,mixed
E039,3645,1237,ington(5.89); Hurley(5.89); Calder(5.89); jin(5.89); Willow(5.89); Coral(5.89); oll(5.89); ux(5.89); oes(5.89); mont(5.89); Somer(5.89); una(5.89); Ferry(5.89); Cedar(5.89); Lambert(5.89); Birmingham(5.89); dale(5.89); Warren(5.89); Bard(5.89); ivo(5.89); Christchurch(5.89); Hind(5.89); Wake(5.89); iba(5.89); Slater(5.89); Isle(5.89); Hammer(5.89); oda(5.89); Powers(5.89); stown(5.89); Crystal(5.89); Henderson(5.89); Halifax(5.89); Newark(5.89); oba(5.89); Petersburg(5.89); Florence(5.89); Moresby(5.89); Quinn(5.89); Stock(5.89); Waters(5.89); Harbor(5.89); Norfolk(5.89); gon(5.89); Ewing(5.89); Landing(5.89); unga(5.83); Trenton(5.82); ville(5.80); Point(5.79),8.8,6.526,,,,9,place names,semantic,7,place names,semantic,6,place name suffixes,syntactic
E040,3200,134,"Russian(5.01); the(4.27); Spanish(4.15); southern(3.90); entire(3.75); 1st(3.69); northern(3.65); Allied(3.57); Second(3.57); First(3.55); main(3.15); western(3.13); French(2.94); The(2.94); gun(2.75); Australian(2.50); s(2.34); British(2.22); Japanese(2.06); German(1.96); an(1.91); American(1.68); their(1.30); /(1.09); this(0.94); its(0.88); his(0.58); US(0.42); -(0.29); her(0.17); ((-0.44); ""(-0.89); by(-1.36); of(-1.65); a(-2.26); '(-2.70); .(-3.70); to(-3.91); and(-4.22)",96.2,1.216,,,,8,nationality/military,semantic,8,demonyms/regions,semantic,5,nationality adjectives,mixed
E041,1781,64,"'(6.35); -(6.18); similarly(5.92); ‑(5.85); ’(4.79); –(3.47); half(2.89); /(2.67); New(1.15); to(-2.06); ,(-3.02); of(-3.47)",96.5,1.190,,,,6,dashes/symbols,syntactic,9,hyphen/apostrophe,syntactic,4,hyphens/punctuation,syntactic
E042,3317,1218,trapping(6.02); precipitation(6.02); trunkline(5.83); brake(5.66); flesh(5.61); arus(5.61); snow(5.61); sters(5.61); It(5.32); roadway(5.28); Disc(5.28); wheel(5.28); concept(5.28); embassy(5.28); IV(5.28); route(5.24); 141(5.21); range(5.08); designation(5.02); vault(5.02); Alliance(5.02); cation(5.02); economy(5.02); trail(5.02); pyramid(5.02); expressway(5.02); alignment(5.02); median(5.02); cap(4.98); highway(4.93); 82(4.88); temple(4.80); knowledge(4.80); terrain(4.80); verse(4.80); structure(4.76); Homer(4.76); 29(4.76); library(4.70); beam(4.70); tomb(4.70); Hospital(4.70); mill(4.66); population(4.63); SpongeBob(4.63); floor(4.62); version(4.62); Project(4.61); Trail(4.61); strategy(4.61),13.9,6.238,,,,7,infrastructure/physical,semantic,3,mixed/unclear,mixed,4,mixed nouns/structures,mixed
E043,2598,487,Nationalist(6.37); Javan(6.37); Yuan(6.37); Cherokee(6.37); Aboriginal(6.37); Boer(6.37); guerrilla(6.37); Malaysian(6.37); Khmer(6.37); Qing(6.37); Victorian(6.37); Maya(6.37); Swiss(6.37); Mongol(6.37); nationalist(6.37); Revolutionary(6.37); Iraqi(6.37); Rhodesian(6.37); ayan(6.37); Indonesian(6.37); Protestant(6.37); Communist(6.37); communist(6.37); Continental(6.37); Allied(6.37); Arab(6.37); Commonwealth(6.37); Labor(6.37); colonial(6.37); Federal(6.37); Indones(6.37); Imperial(6.37); otic(6.37); Turkish(6.37); Nazi(6.37); ethnic(6.37); Asian(6.37); imperial(6.37); Vietnamese(6.37); Czech(6.37); Persian(6.37); Confederate(6.37); Indian(6.37); European(6.37); civil(6.37); German(6.37); Japanese(6.37); Latin(6.37); Viet(6.37); African(6.37),25.4,5.091,,,,10,ethnicity/ideology,semantic,10,nationalities,semantic,9,nationality/ethnic adj,semantic
E044,4335,1722,十(5.64); 竹(5.64); 齋(5.64); Alma(5.64); Riverside(5.64); Goebbels(5.64); iba(5.64); Stephens(5.64); NA(5.64); ya(5.64); ami(5.64); Wilson(5.64); Jean(5.64); Miller(5.64); Hart(5.64); wan(5.64); hl(5.64); ora(5.64); ala(5.64); Button(5.64); Hurley(5.64); Baden(5.64); mie(5.64); Sutherland(5.64); Morgan(5.64); Warner(5.64); Russell(5.64); Rodriguez(5.64); Dickinson(5.64); Warren(5.64); Kings(5.64); chi(5.64); Cheng(5.64); Ewing(5.64); Quinn(5.64); Powers(5.64); Victory(5.64); erner(5.64); eland(5.64); elle(5.64); Hunter(5.64); oh(5.64); Bask(5.64); Edmund(5.64); Grove(5.64); Dennis(5.64); Florence(5.64); iang(5.64); Slater(5.64); Rwanda(5.64),4.4,6.974,,,,8,surnames/kanji,semantic,4,name tokens,mixed,3,mixed names/subwords,mixed
E045,2650,1245,erner(6.35); akon(6.35); Button(6.35); Rowland(6.35); elli(6.35); uto(6.35); Price(6.35); Pearson(6.35); Bailey(6.35); Ray(6.35); Wilson(6.35); vor(6.35); Moore(6.35); Russell(6.35); Wright(6.35); Morgan(6.35); Robinson(6.35); Stacy(6.35); Travers(6.35); hi(6.35); mann(6.35); agan(6.15); ini(6.08); Brown(6.08); itt(6.02); McCarthy(6.02); Cruise(6.02); berg(6.02); ari(6.02); Roberts(6.02); Bowen(5.93); bitt(5.93); ledge(5.93); aney(5.93); Hyde(5.93); ree(5.93); Dennis(5.93); Murdoch(5.93); iner(5.93); Kim(5.93); Carter(5.93); Jones(5.93); ils(5.93); Edwards(5.93); thal(5.93); Vernon(5.93); š(5.93); Croft(5.86); cz(5.86); hn(5.86),7.1,6.745,,,,10,surnames,semantic,9,surnames,semantic,6,surnames,syntactic
E046,1435,624,camer(7.23); Esk(7.23); metamorph(7.23); Myc(7.23); Androm(7.23); Cors(7.23); Som(7.23); Lah(7.23); Ign(7.23); Vand(7.23); Hous(7.23); Esc(7.23); Rum(7.23); eyew(7.23); Equ(7.23); pac(7.23); Prom(7.23); conting(7.23); Aqu(7.23); Shin(7.23); Cav(7.23); ropol(7.23); Sac(7.23); Patri(7.23); Mom(7.23); domin(7.23); Prote(7.23); Ok(7.23); Lan(7.23); Ep(7.23); Vis(7.23); Cop(7.23); Mes(7.23); Kn(7.23); Mach(7.23); Sn(7.23); Mess(7.23); Hom(7.23); Tw(7.23); Cr(7.23); Mag(7.23); Cam(7.23); hom(7.23); reg(7.23); Indi(7.23); Sc(7.23); Bl(7.23); Pr(7.23); quar(7.23); Min(7.23),17.6,6.080,,,,10,prefix fragments,syntactic,1,subword fragments,syntactic,2,capitalized prefixes,mixed
E047,1373,620,belonged(7.29); emerged(6.97); Afghanistan(6.88); gone(6.88); ently(6.56); sailed(6.49); runs(6.34); specifically(6.29); extensively(6.29); remain(6.18); regularly(6.07); referred(6.03); remained(6.01); once(5.97); Korea(5.88); frequently(5.88); Guadalcanal(5.82); shortly(5.79); rather(5.77); going(5.71); times(5.71); Europe(5.71); occurred(5.56); 1994(5.56); appear(5.39); appears(5.29); primarily(5.29); Britain(5.25); missions(5.18); seen(5.12); mainly(5.07); Germany(5.02); waters(4.97); inches(4.92); involved(4.90); went(4.88); made(4.86); go(4.83); region(4.75); together(4.71); far(4.71); Iraq(4.71); appeared(4.65); 2007(4.59); played(4.57); even(4.57); process(4.56); Township(4.54); held(4.51); instead(4.42),21.7,5.888,,,,7,narrative adverbs/verbs,semantic,5,time/motion,mixed,5,location/movement adverbs,mixed
E048,4169,283,disastrous(5.69); ensuing(5.69); ongoing(5.28); Second(5.06); gubernatorial(4.95); joint(4.88); unsuccessful(4.69); secret(4.69); 2004(4.69); 1984(4.58); annual(4.33); Prague(4.28); The(4.27); 1985(4.21); 1996(4.11); Great(4.04); the(4.02); First(3.98); subsequent(3.95); 2011(3.91); Vietnam(3.78); previous(3.74); resulting(3.58); overall(3.58); 1993(3.37); 2006(3.31); proposed(3.28); 2010(3.11); 2000(3.11); 2012(3.11); combined(2.95); its(2.82); Russian(2.75); major(2.75); 2008(2.74); June(2.69); international(2.47); this(2.46); successful(2.42); late(2.40); German(2.39); Rhodesian(2.23); an(2.21); same(2.08); World(2.08); federal(1.99); February(1.99); United(1.82); new(1.78); s(1.78),89.3,1.810,,,,8,event descriptions,semantic,5,period adjectives,mixed,4,adjectives/years,mixed
E049,1892,933,Faire(6.83); calder(6.83); camer(6.83); stel(6.83); hierogly(6.83); Javan(6.83); sensu(6.83); hypoc(6.83); hap(6.83); bayon(6.83); Compos(6.83); nav(6.83); pec(6.83); dyn(6.83); mat(6.83); whis(6.83); glam(6.83); pac(6.83); gly(6.83); blank(6.83); sham(6.83); dum(6.83); testim(6.83); refere(6.83); flav(6.83); pic(6.83); suspic(6.83); fant(6.83); Patri(6.83); slop(6.83); ugg(6.83); oxy(6.83); nucle(6.83); Sciento(6.83); haz(6.83); subsid(6.83); Hom(6.83); Pac(6.83); pil(6.83); oph(6.83); alleg(6.83); hus(6.83); mod(6.83); sle(6.83); psych(6.83); rhy(6.83); log(6.83); bot(6.83); cul(6.83); clim(6.83),13.5,6.500,,,,10,etymological roots,syntactic,1,subword fragments,syntactic,2,subword fragments,mixed
E050,4059,81,"acre(4.99); the(4.24); nearby(4.23); entire(4.15); The(3.99); its(3.53); annual(3.15); present(3.07); our(2.86); new(2.70); s(2.54); their(2.31); same(1.70); his(1.24); this(0.60); her(0.57); New(0.37); '(0.23); an(0.12); a(-1.08); -(-1.57); ""(-1.75); of(-2.44); .(-2.93); in(-3.26)",98.3,1.028,,,,6,land/area,mixed,4,determiners,syntactic,4,articles/determiners,syntactic
E051,4889,1667,ident(5.46); Hercules(5.46); Baghdad(5.46); Speedway(5.46); Ethiopia(5.46); Landing(5.46); mul(5.46); Vikings(5.46); Squadrons(5.46); anga(5.46); Track(5.46); Brisbane(5.46); Strait(5.46); Jazz(5.46); Halifax(5.46); Bangladesh(5.46); Rivers(5.46); Christchurch(5.46); Acapulco(5.46); Farm(5.46); Cardiff(5.46); Cemetery(5.46); peninsula(5.46); Afghanistan(5.46); Birmingham(5.46); Ontario(5.46); Moresby(5.46); Belgium(5.46); Isles(5.46); Palestine(5.46); Guard(5.46); Peru(5.46); DC(5.46); una(5.46); alia(5.46); Movement(5.46); Sinai(5.46); Anglesey(5.46); Somme(5.46); Iraq(5.40); Mexico(5.33); Charleston(5.32); Headquarters(5.29); Indies(5.29); Peninsula(5.29); Township(5.29); Holby(5.29); Wing(5.29); Guinea(5.27); Darwin(5.27),5.6,6.851,,,,9,proper names,semantic,9,geographic names,semantic,6,place names/geography,semantic
E052,2754,325,employing(6.29); Using(6.29); comprising(6.29); contains(6.29); containing(6.29); contain(6.29); includes(6.12); lacked(6.10); using(6.06); bears(6.03); offers(6.03); contained(5.97); featuring(5.97); displays(5.97); creating(5.87); Among(5.80); underwent(5.80); features(5.79); create(5.76); uses(5.55); wear(5.55); bearing(5.55); ned(5.55); producing(5.55); comprised(5.48); include(5.43); with(5.14); providing(5.07); carrying(5.03); takes(4.97); provides(4.97); employed(4.91); adopted(4.87); produced(4.76); included(4.50); carries(4.29); via(4.29); among(4.25); given(4.17); carried(4.15); provide(4.12); including(3.84); created(3.80); of(3.79); featured(3.79); by(3.61); used(3.61); are(3.61); into(3.61); provided(3.55),59.3,3.676,,,,10,inclusion verbs,semantic,8,inclusion verbs,syntactic,7,containing/featuring verbs,semantic
E053,2324,412,explicitly(6.53); openly(6.53); suddenly(6.53); repeatedly(6.53); formally(6.53); closely(6.53); gradually(6.31); always(6.31); reportedly(6.21); merely(6.21); successfully(6.21); effectively(6.12); ultimately(6.07); subsequently(5.97); accidentally(5.95); briefly(5.95); eventually(5.95); officially(5.95); easily(5.95); really(5.86); frequently(5.86); soon(5.83); currently(5.80); strongly(5.80); consequently(5.80); also(5.74); publicly(5.73); ically(5.73); quickly(5.66); never(5.65); actually(5.63); often(5.57); already(5.53); specifically(5.53); narrow(5.53); initially(5.47); wid(5.36); longer(5.36); generally(5.36); then(5.31); probably(5.31); regularly(5.31); mainly(5.31); usually(5.21); sometimes(5.16); slowly(5.12); just(5.01); still(5.01); now(4.98); rapidly(4.95),23.1,4.669,,,,10,adverbs,syntactic,10,adverbs,syntactic,8,manner adverbs,syntactic
E054,2583,1351,unfit(6.38); disorganized(6.38); mined(6.38); hostile(6.38); reviews(6.06); intact(6.06); 1919(6.06); dismantled(6.06); exposed(6.02); overnight(5.97); smooth(5.97); participate(5.97); beautiful(5.97); confused(5.97); painted(5.97); wary(5.97); ome(5.97); thick(5.94); brown(5.92); sex(5.80); rebuilt(5.80); injured(5.73); damaged(5.73); impossible(5.70); 1940(5.70); visible(5.70); stronger(5.65); eastward(5.65); conceived(5.65); resolved(5.65); higher(5.65); impressed(5.65); aging(5.65); carved(5.65); 1911(5.65); available(5.60); influenced(5.57); destroyed(5.55); decorated(5.53); repaired(5.53); successful(5.52); better(5.51); ized(5.51); collapsed(5.38); impact(5.38); flat(5.38); active(5.38); 1930(5.38); unsuccessful(5.38); closer(5.38),9.8,6.831,,,,8,condition adjectives,semantic,7,state adjectives,syntactic,5,adjectives/participles,mixed
E055,3121,395,disliked(6.11); Unlike(6.11); praised(5.83); starring(5.69); featuring(5.59); alongside(5.52); promote(5.52); Like(5.37); criticized(5.30); involving(5.30); develop(5.26); replacing(5.11); like(5.08); featured(5.02); titled(4.94); liked(4.89); include(4.84); calling(4.79); uses(4.79); contains(4.73); playing(4.59); including(4.55); called(4.52); Following(4.48); For(4.44); create(4.41); described(4.41); singer(4.37); features(4.34); wanted(4.23); rated(4.23); watch(4.23); With(4.16); Sonic(4.14); gave(4.11); behind(4.06); Super(3.99); ranked(3.97); recorded(3.97); includes(3.94); about(3.93); than(3.91); directed(3.89); While(3.85); included(3.81); [(3.74); produced(3.73); with(3.70); how(3.68); covered(3.61),18.8,3.985,,,,8,comparison/reaction,semantic,8,media verbs,semantic,5,featuring/comparison,mixed
E056,2472,84,"early(5.39); late(4.92); mid(4.77); Late(4.71); entire(4.54); the(4.40); United(4.31); Second(3.94); [UNK](3.72); northern(3.34); southern(3.28); own(3.20); pre(3.08); this(2.76); its(1.61); -(1.19); that(0.79); s(0.37); an(0.19); The(-0.43); ((-1.49); ""(-2.26)",96.8,0.839,,,,9,temporal/spatial,semantic,7,temporal modifiers,syntactic,4,temporal/period adj,mixed
E057,2710,47,"In(6.22); By(5.69); From(5.67); in(5.65); Between(5.31); Around(5.31); late(4.02); early(3.45); between(3.10); from(2.80); until(2.51); by(2.20); around(2.02); during(1.94); through(1.53); into(1.27); of(0.59); New(0.54); to(-0.16); at(-0.51); an(-0.75); ((-0.88); on(-0.95); and(-1.17); for(-1.42); as(-1.60); -(-1.67); ,(-1.68)",99.2,1.291,,,,10,prepositions,syntactic,10,time prepositions,syntactic,7,temporal prepositions In/By,syntactic
E058,2727,285,versus(6.30); beating(5.98); retain(5.82); champion(5.82); faced(5.76); beat(5.63); assaulted(5.57); comprised(5.50); helped(5.46); defeated(5.42); attend(5.30); broke(5.30); join(5.30); against(5.20); ranked(5.17); toured(5.08); challenged(5.08); ming(4.98); leave(4.89); joined(4.86); to(4.65); allow(4.43); injured(4.43); alongside(4.30); causing(4.08); onto(4.04); towards(3.81); behind(3.77); reached(3.67); by(3.64); left(3.44); face(3.43); led(3.42); with(3.27); between(3.26); played(3.26); since(3.25); at(3.22); from(3.20); saw(3.17); defeat(3.13); gave(2.89); including(2.86); old(2.80); play(2.76); over(2.74); for(2.68); before(2.28); than(2.27); both(2.25),64.4,3.253,,,,9,competition,semantic,8,competition verbs,semantic,6,competition/action verbs,semantic
E059,2260,399,scientific(6.58); His(6.50); personal(6.28); my(6.25); his(6.17); Their(6.16); collective(6.16); false(6.09); Her(5.99); your(5.99); expressed(5.99); her(5.90); Such(5.77); aggressive(5.73); whose(5.70); their(5.57); religious(5.48); ious(5.35); our(5.29); subsequent(5.25); political(5.23); controversial(5.16); academic(5.16); s(5.15); legal(5.12); own(5.03); Nazi(4.99); alleged(4.99); potential(4.99); vocal(4.84); public(4.71); economic(4.70); musical(4.58); ](4.12); such(4.03); its(3.89); no(3.71); former(3.60); these(3.56); various(3.52); world(3.35); These(3.33); strong(3.21); any(3.06); ’(3.03); '(3.02); total(2.95); German(2.79); new(2.67); ing(2.52),66.4,3.784,,,,8,possessives/adj,mixed,7,possessives/adjectives,syntactic,7,possessive/personal adj,syntactic
E060,2752,457,Tō(6.29); Article(6.29); IN(6.29); CN(6.29); CH(6.29); Blu(6.29); Inc(6.29); Mr(6.29); ♭(6.29); var(6.29); Ph(6.29); PC(6.29); Zh(6.17); O(6.16); Bros(6.07); Si(5.99); 370(5.97); Ta(5.94); M(5.92); U(5.91); I(5.89); NR(5.88); 910(5.88); Still(5.88); L(5.88); SA(5.88); Dr(5.88); E(5.83); Interstate(5.83); C(5.81); Mo(5.81); No(5.81); B(5.77); D(5.67); S(5.65); AT(5.61); Mun(5.55); V(5.50); Y(5.49); Hy(5.48); Bf(5.48); G(5.39); AI(5.38); P(5.33); 0(5.32); J(5.29); X(5.29); vo(5.29); ik(5.29); yd(5.29),44.9,4.895,,,,10,abbreviations,syntactic,5,abbreviations,mixed,3,abbreviations/letters,mixed
E061,2093,682,healthcare(6.69); gubernatorial(6.69); sonic(6.69); humanitarian(6.69); terrorist(6.69); democratic(6.69); entertainment(6.69); ethnic(6.69); strategic(6.69); educational(6.69); structural(6.69); itarian(6.69); racial(6.69); archaeological(6.69); atorial(6.69); domestic(6.69); technical(6.69); regional(6.69); literary(6.69); historical(6.69); scientific(6.69); industrial(6.69); cultural(6.69); academic(6.69); operational(6.69); imperial(6.69); agricultural(6.69); creative(6.69); architectural(6.69); environmental(6.69); residential(6.69); global(6.69); national(6.69); private(6.69); legal(6.69); civil(6.69); social(6.69); commercial(6.69); personal(6.69); economic(6.69); religious(6.69); financial(6.69); astic(6.69); sexual(6.69); medical(6.69); urban(6.69); physical(6.69); political(6.69); federal(6.65); public(6.61),19.4,5.894,,,,10,policy adjectives,semantic,10,domain adjectives,syntactic,9,domain adjectives,semantic
E062,3078,411,380(6.13); 270(6.13); Eight(6.13); thousand(6.13); fewer(6.13); fourteen(6.13); thirty(6.13); twenty(6.13); 185(6.13); twelve(6.13); Several(6.13); ½(6.13); several(6.13); seven(6.13); six(6.10); many(6.09); eight(6.08); nine(6.07); three(6.07); few(6.06); four(6.05); five(6.02); hundred(5.98); Two(5.94); 150(5.92); Some(5.90); two(5.89); Four(5.89); 60(5.88); 52(5.87); 42(5.81); Many(5.81); sixteen(5.81); 65(5.81); numerous(5.81); 57(5.78); 36(5.75); 140(5.71); 43(5.71); 70(5.69); 300(5.68); ten(5.68); 100(5.64); 58(5.63); 800(5.61); 88(5.54); 67(5.54); 360(5.54); 13(5.50); Three(5.49),38.5,4.857,,,,10,numbers/quantifiers,semantic,10,numbers,syntactic,9,numbers/numerals,syntactic
E063,1969,285,910(6.77); 460(6.77); 380(6.77); 370(6.77); 106(6.77); 160(6.77); 270(6.77); 104(6.77); 230(6.77); 105(6.77); 93(6.77); 140(6.77); sq(6.77); 185(6.77); 600(6.77); ½(6.77); square(6.64); 150(6.57); 88(6.51); 360(6.51); 68(6.45); 57(6.43); 110(6.41); 152(6.36); 02(6.36); 70(6.33); 60(6.33); 32(6.33); 37(6.26); 65(6.26); 40(6.24); 5(6.22); 6(6.22); 0(6.20); 89(6.19); 39(6.19); 300(6.19); 200(6.16); 58(6.15); 400(6.11); 38(6.11); 250(6.10); 47(6.07); 800(6.04); 900(6.04); 45(6.04); 55(6.04); 700(6.04); 750(6.04); 42(6.04),25.9,4.723,,,,10,area/numbers,semantic,10,numeric measures,syntactic,9,numbers/measurements,syntactic
E064,2864,255,avoid(6.23); without(6.08); commit(6.01); involving(6.01); Under(5.97); remove(5.82); regarding(5.82); filed(5.65); causing(5.60); prevent(5.56); wear(5.50); purchase(5.43); suffering(5.43); despite(5.37); using(5.05); suffered(4.85); lacked(4.82); under(4.72); by(4.67); via(4.65); onto(4.65); faced(4.56); experienced(4.50); with(4.36); awarded(4.23); following(4.23); on(4.08); for(4.06); about(4.06); including(3.99); through(3.98); upon(3.77); against(3.71); caused(3.57); after(3.52); use(3.52); into(3.47); from(3.41); like(3.31); of(3.17); On(3.09); over(3.08); Despite(3.01); include(2.96); ating(2.86); received(2.83); towards(2.74); included(2.71); For(2.69); before(2.67),70.1,3.513,,,,8,risk/legal,semantic,6,action/prepositions,mixed,6,purpose/causal preps,syntactic
E065,2826,1132,complexes(6.25); Divisions(6.25); Officials(6.25); teachings(6.25); Reviewers(6.25); Republicans(6.25); sources(6.25); Critics(5.99); boards(5.99); stocks(5.96); highways(5.93); sessions(5.93); armies(5.93); bodies(5.93); watches(5.84); exhibitions(5.84); negotiations(5.84); portions(5.84); sters(5.84); bombers(5.84); ators(5.79); Australians(5.79); powers(5.77); Plans(5.77); none(5.77); levels(5.74); crews(5.67); Germans(5.67); Democrats(5.60); volunteers(5.57); leaders(5.57); prisoners(5.52); warnings(5.52); proceedings(5.52); airmen(5.52); tels(5.52); shelters(5.52); ns(5.52); openly(5.52); Marines(5.50); squadrons(5.48); sails(5.48); remnants(5.45); invasions(5.45); parties(5.45); stones(5.45); parents(5.40); residents(5.36); conspirators(5.36); Mongols(5.34),10.2,6.341,,,,10,plural nouns,semantic,7,plural groups,semantic,7,plural agent nouns,syntactic
